	100.8g	
t	y	
0.000	1.516
0.033	1.516
0.067	1.516
0.100	1.516
0.133	1.516
0.167	1.516
0.200	1.516
0.233	1.516
0.267	1.516
0.300	1.516
0.333	1.516
0.367	1.516
0.400	1.516
0.433	1.516
0.467	1.516
0.500	1.516
0.533	1.516
0.567	1.516
0.600	1.516
0.633	1.516
0.667	1.516
0.700	1.516
0.733	1.516
0.766	1.516
0.800	1.516
0.833	1.516
0.866	1.516
0.900	1.516
0.933	1.516
0.966	1.516
1.000	1.516
1.033	1.516
1.066	1.516
1.100	1.516
1.133	1.516
1.166	1.516
1.200	1.516
1.233	1.516
1.266	1.516
1.300	1.515
1.333	1.515
1.366	1.515
1.400	1.515
1.433	1.515
1.466	1.515
1.500	1.515
1.533	1.514
1.566	1.514
1.600	1.514
1.633	1.514
1.666	1.514
1.700	1.513
1.733	1.513
1.766	1.513
1.800	1.512
1.833	1.512
1.866	1.512
1.900	1.512
1.933	1.512
1.966	1.512
2.000	1.511
2.033	1.511
2.066	1.511
2.100	1.511
2.133	1.510
2.166	1.510
2.199	1.510
2.233	1.509
2.266	1.509
2.299	1.509
2.333	1.509
2.366	1.508
2.399	1.508
2.433	1.507
2.466	1.507
2.499	1.506
2.533	1.506
2.566	1.506
2.599	1.506
2.633	1.505
2.666	1.505
2.699	1.505
2.733	1.504
2.766	1.504
2.799	1.504
2.833	1.503
2.866	1.503
2.899	1.502
2.933	1.502
2.966	1.501
2.999	1.501
3.033	1.500
3.066	1.500
3.099	1.500
3.133	1.499
3.166	1.499
3.199	1.498
3.233	1.498
3.266	1.497
3.299	1.497
3.333	1.496
3.366	1.496
3.399	1.495
3.433	1.495
3.466	1.494
3.499	1.494
3.533	1.493
3.566	1.493
3.599	1.492
3.632	1.492
3.666	1.491
3.699	1.491
3.732	1.490
3.766	1.489
3.799	1.489
3.832	1.489
3.866	1.488
3.899	1.487
3.932	1.487
3.966	1.486
3.999	1.486
4.032	1.485
4.066	1.484
4.099	1.484
4.132	1.483
4.166	1.483
4.199	1.482
4.232	1.481
4.266	1.481
4.299	1.480
4.332	1.480
4.366	1.479
4.399	1.478
4.432	1.478
4.466	1.477
4.499	1.476
4.532	1.476
4.566	1.475
4.599	1.474
4.632	1.474
4.666	1.473
4.699	1.472
4.732	1.472
4.766	1.471
4.799	1.471
4.832	1.470
4.866	1.469
4.899	1.469
4.932	1.468
4.965	1.467
4.999	1.467
5.032	1.466
5.065	1.465
5.099	1.464
5.132	1.464
5.165	1.463
5.199	1.463
5.232	1.461
5.265	1.461
5.299	1.460
5.332	1.459
5.365	1.458
5.399	1.458
5.432	1.457
5.465	1.456
5.499	1.455
5.532	1.454
5.565	1.454
5.599	1.453
5.632	1.452
5.665	1.451
5.699	1.450
5.732	1.450
5.765	1.449
5.799	1.448
5.832	1.447
5.865	1.446
5.899	1.445
5.932	1.445
5.965	1.444
5.999	1.443
6.032	1.442
6.065	1.441
6.099	1.440
6.132	1.439
6.165	1.439
6.199	1.438
6.232	1.437
6.265	1.436
6.299	1.435
6.332	1.434
6.365	1.433
6.398	1.432
6.432	1.431
6.465	1.430
6.498	1.430
6.532	1.428
6.565	1.428
6.598	1.427
6.632	1.426
6.665	1.425
6.698	1.424
6.732	1.423
6.765	1.422
6.798	1.421
6.832	1.420
6.865	1.419
6.898	1.418
6.932	1.417
6.965	1.416
6.998	1.415
7.032	1.414
7.065	1.413
7.098	1.412
7.132	1.411
7.165	1.410
7.198	1.409
7.232	1.408
7.265	1.407
7.298	1.406
7.332	1.405
7.365	1.404
7.398	1.403
7.432	1.402
7.465	1.401
7.498	1.400
7.532	1.398
7.565	1.398
7.598	1.396
7.632	1.396
7.665	1.394
7.698	1.393
7.732	1.392
7.765	1.391
7.798	1.390
7.831	1.389
7.865	1.388
7.898	1.387
7.931	1.386
7.965	1.384
7.998	1.383
8.031	1.382
8.065	1.381
8.098	1.380
8.131	1.379
8.165	1.378
8.198	1.376
8.231	1.375
8.265	1.374
8.298	1.373
8.331	1.372
8.365	1.371
8.398	1.370
8.431	1.369
8.465	1.367
8.498	1.366
8.531	1.365
8.565	1.364
8.598	1.363
8.631	1.361
8.665	1.360
8.698	1.359
8.731	1.358
8.765	1.356
8.798	1.355
8.831	1.354
8.865	1.353
8.898	1.352
8.931	1.351
8.965	1.349
8.998	1.348
9.031	1.347
9.065	1.345
9.098	1.344
9.131	1.343
9.165	1.342
9.198	1.340
9.231	1.339
9.264	1.338
9.298	1.337
9.331	1.335
9.364	1.334
9.398	1.333
9.431	1.331
9.464	1.330
9.498	1.329
9.531	1.328
9.564	1.326
9.598	1.325
9.631	1.324
9.664	1.322
9.698	1.321
9.731	1.320
9.764	1.318
9.798	1.317
9.831	1.316
9.864	1.314
9.898	1.313
9.931	1.312
9.964	1.310
9.998	1.309
10.031	1.307
10.064	1.306
10.098	1.304
10.131	1.303
10.164	1.302
10.198	1.301
10.231	1.299
10.264	1.298
10.298	1.296
10.331	1.295
10.364	1.294
10.398	1.292
10.431	1.291
10.464	1.290
10.498	1.288
10.531	1.287
10.564	1.286
10.598	1.284
10.631	1.283
10.664	1.281
10.697	1.280
10.731	1.278
10.764	1.277
10.797	1.276
10.831	1.274
10.864	1.273
10.897	1.271
10.931	1.270
10.964	1.268
10.997	1.267
11.031	1.265
11.064	1.264
11.097	1.263
11.131	1.261
11.164	1.260
11.197	1.258
11.231	1.257
11.264	1.255
11.297	1.254
11.331	1.252
11.364	1.251
11.397	1.249
11.431	1.248
11.464	1.247
11.497	1.245
11.531	1.244
11.564	1.242
11.597	1.240
11.631	1.239
11.664	1.238
11.697	1.236
11.731	1.234
11.764	1.233
11.797	1.231
11.831	1.230
11.864	1.228
11.897	1.227
11.931	1.225
11.964	1.223
11.997	1.222
12.031	1.221
12.064	1.219
12.097	1.218
12.130	1.216
12.164	1.214
12.197	1.213
12.230	1.211
12.264	1.209
12.297	1.208
12.330	1.207
12.364	1.205
12.397	1.203
12.430	1.202
12.464	1.200
12.497	1.198
12.530	1.197
12.564	1.195
12.597	1.193
12.630	1.191
12.664	1.190
12.697	1.189
12.730	1.187
12.764	1.185
12.797	1.184
12.830	1.182
12.864	1.180
12.897	1.179
12.930	1.177
