	mass B		
t	y	vy	
0.517	3.476	0
0.534	3.470	-0.189
0.551	3.466	-0.285
0.567	3.460	-0.359
0.584	3.454	-0.469
0.601	3.445	-0.628
0.617	3.433	-0.729
0.634	3.420	-0.845
0.651	3.405	-0.989
0.667	3.387	-1.038
0.684	3.370	-1.144
0.701	3.349	-1.238
0.717	3.329	-1.331
0.734	3.305	-1.492
0.751	3.279	-1.537
0.767	3.254	-1.588
0.784	3.226	-1.762
0.801	3.195	-1.819
0.817	3.165	-1.847
0.834	3.133	-1.966
0.851	3.099	-1.875
0.868	3.071	-1.876
0.884	3.037	-2.086
0.901	3.001	-2.034
0.918	2.969	-2.022
0.934	2.934	-2.168
0.951	2.897	-2.133
0.968	2.862	-2.200
0.984	2.823	-2.325
1.001	2.785	-2.222
1.018	2.749	-2.315
1.034	2.708	-2.468
1.051	2.667	-2.307
1.068	2.631	-2.307
1.084	2.590	-2.467
1.101	2.548	-2.355
1.118	2.511	-2.386
1.134	2.469	-2.577
1.151	2.425	-2.467
1.168	2.386	-2.461
1.185	2.343	-2.597
1.201	2.300	-2.492
1.218	2.260	-2.568
1.235	2.214	-2.774
1.251	2.167	-2.541
1.268	2.129	-2.556
1.285	2.082	-2.749
1.301	2.037	-2.591
1.318	1.996	-2.683
1.335	1.948	-2.872
1.351	1.900	-2.803
1.368	1.854	-2.754
1.385	1.808	-2.851
1.401	1.759	-2.869
1.418	1.712	-2.695
1.435	1.669	-2.807
