	mass C		
t	y	vy	
2.185	3.594	0
2.202	3.591	-0.177
2.219	3.588	-0.758
2.236	3.566	-0.567
2.252	3.569	-0.252
2.269	3.558	-0.807
2.286	3.543	-0.979
2.302	3.525	-1.047
2.319	3.508	-1.239
2.336	3.484	-1.425
2.352	3.460	-1.498
2.369	3.434	-1.666
2.386	3.404	-1.849
2.402	3.372	-1.911
2.419	3.341	-1.930
2.436	3.308	-2.019
2.452	3.273	-1.942
2.469	3.243	-1.959
2.486	3.208	-2.036
2.502	3.175	-1.950
2.519	3.143	-2.011
2.536	3.108	-2.138
2.553	3.072	-2.126
2.569	3.037	-2.189
2.586	2.999	-2.321
2.603	2.959	-2.262
2.619	2.923	-2.402
2.636	2.879	-2.545
2.653	2.838	-2.386
2.669	2.800	-2.389
2.686	2.758	-2.499
2.703	2.716	-2.389
2.719	2.679	-2.442
2.736	2.635	-2.619
2.753	2.591	-2.517
2.769	2.551	-2.572
2.786	2.505	-2.696
2.803	2.461	-2.605
2.819	2.419	-2.665
2.836	2.372	-2.732
2.853	2.327	-2.600
2.870	2.285	-2.765
2.886	2.235	-2.877
2.903	2.189	-2.624
2.920	2.148	-2.790
2.936	2.096	-2.965
2.953	2.049	-2.740
